course_id,title,credits,department_id,instructor_id
842,Introduction to Write,1,94,863
843,Introduction to Industry,3,96,679
844,Introduction to Know,1,12,129
845,Introduction to Tree,4,41,324
846,Introduction to Business,4,50,961
847,Introduction to Stand,4,8,822
848,Introduction to Feel,4,62,199
849,Introduction to Instead,3,99,368
850,Introduction to Art,1,55,112
851,Introduction to Stay,2,39,607
852,Introduction to Concern,2,32,266
853,Introduction to Trip,4,87,942
854,Introduction to Measure,4,36,976
855,Introduction to Author,1,100,913
856,Introduction to Less,2,70,500
857,Introduction to Book,4,48,999
858,Introduction to Loss,1,2,533
859,Introduction to Event,1,54,161
860,Introduction to Finally,3,49,733
861,Introduction to Alone,1,90,267
862,Introduction to Senior,3,29,823
863,Introduction to Suddenly,2,56,461
864,Introduction to Course,4,5,627
865,Introduction to Live,1,50,903
866,Introduction to Begin,3,1,906
867,Introduction to Within,2,58,323
868,Introduction to Society,2,6,360
869,Introduction to Assume,3,89,618
870,Introduction to Year,3,44,74
871,Introduction to Glass,1,39,772
872,Introduction to Father,1,96,376
873,Introduction to I,3,45,295
874,Introduction to Bit,3,57,71
875,Introduction to Will,4,19,780
876,Introduction to Expert,2,5,68
877,Introduction to Across,3,44,345
878,Introduction to Little,4,42,77
879,Introduction to Picture,3,46,59
880,Introduction to Everything,2,1,357
881,Introduction to Attorney,1,23,83
882,Introduction to Final,4,20,739
883,Introduction to Game,4,36,951
884,Introduction to Sense,1,80,204
885,Introduction to Itself,1,16,979
886,Introduction to Sell,2,21,319
887,Introduction to Only,2,60,313
888,Introduction to These,4,39,158
889,Introduction to Land,4,19,285
890,Introduction to Give,4,82,953
891,Introduction to Require,4,100,243
892,Introduction to Including,2,38,137
893,Introduction to Four,2,72,578
894,Introduction to Region,4,63,387
895,Introduction to In,2,44,398
896,Introduction to Want,4,21,295
897,Introduction to Various,3,74,525
898,Introduction to Indeed,3,47,687
899,Introduction to Great,2,67,918
900,Introduction to Central,4,62,438
901,Introduction to Future,3,25,565
902,Introduction to Economy,3,31,189
903,Introduction to Significant,3,22,777
904,Introduction to Without,3,46,332
905,Introduction to Expect,4,52,121
906,Introduction to Building,4,24,497
907,Introduction to Either,2,8,865
908,Introduction to Relate,2,75,887
909,Introduction to Win,4,31,610
910,Introduction to Office,3,93,936
911,Introduction to Drop,3,96,720
912,Introduction to Practice,3,90,41
913,Introduction to Cover,3,64,865
914,Introduction to Role,3,89,543
915,Introduction to Oil,2,52,969
916,Introduction to About,1,18,775
917,Introduction to Not,3,2,981
918,Introduction to East,4,82,990
919,Introduction to Also,2,10,764
920,Introduction to Old,3,53,400
921,Introduction to Student,3,10,245
922,Introduction to Music,2,81,226
923,Introduction to Idea,1,82,156
924,Introduction to Part,2,95,581
925,Introduction to Benefit,3,87,833
926,Introduction to Space,4,19,256
927,Introduction to Enter,4,70,199
928,Introduction to Camera,1,15,27
929,Introduction to Effort,2,6,893
930,Introduction to Responsibility,3,26,107
931,Introduction to Them,1,35,793
932,Introduction to Indicate,1,72,490
933,Introduction to Range,4,25,788
934,Introduction to Short,4,6,770
935,Introduction to Employee,4,79,59
936,Introduction to Agent,1,9,863
937,Introduction to That,3,29,295
938,Introduction to Movie,3,28,367
939,Introduction to Arrive,4,12,414
940,Introduction to Left,2,41,651
941,Introduction to Report,4,14,891
942,Introduction to After,4,71,768
943,Introduction to Never,4,58,273
944,Introduction to Each,2,47,30
945,Introduction to Nation,3,25,329
946,Introduction to Carry,2,10,706
947,Introduction to Yet,2,50,895
948,Introduction to Under,2,64,648
949,Introduction to Training,2,87,806
950,Introduction to Military,1,5,424
951,Introduction to Explain,3,100,610
952,Introduction to Bank,2,39,239
953,Introduction to Money,4,3,825
954,Introduction to Treat,2,29,920
955,Introduction to Speak,2,60,784
956,Introduction to Call,1,31,553
957,Introduction to Rise,3,30,314
958,Introduction to Major,3,41,591
959,Introduction to Something,3,14,127
960,Introduction to By,4,100,386
961,Introduction to While,2,39,909
962,Introduction to Protect,1,77,726
963,Introduction to Street,2,21,17
964,Introduction to Since,3,62,710
965,Introduction to Reach,4,85,396
966,Introduction to Perhaps,1,80,896
967,Introduction to Foot,3,87,139
968,Introduction to Service,2,31,83
969,Introduction to Age,2,25,273
970,Introduction to Home,1,65,136
971,Introduction to Random Course 971,1,5,955
972,Introduction to Personal,3,12,983
973,Introduction to Random Course 973,3,68,102
974,Introduction to Random Course 974,4,20,275
975,Introduction to Random Course 975,4,12,687
976,Introduction to Random Course 976,2,23,366
977,Introduction to Random Course 977,1,37,913
978,Introduction to Random Course 978,3,28,709
979,Introduction to Random Course 979,3,94,636
980,Introduction to Random Course 980,2,1,273
981,Introduction to Random Course 981,1,50,246
982,Introduction to Random Course 982,4,40,826
983,Introduction to Random Course 983,1,99,999
984,Introduction to Random Course 984,2,61,102
985,Introduction to Random Course 985,4,4,143
986,Introduction to Random Course 986,2,65,208
987,Introduction to Random Course 987,1,23,386
988,Introduction to Random Course 988,3,57,724
989,Introduction to Random Course 989,4,76,852
990,Introduction to Random Course 990,4,100,700
991,Introduction to Random Course 991,1,2,435
992,Introduction to Random Course 992,4,53,641
993,Introduction to Random Course 993,3,11,721
994,Introduction to Random Course 994,4,51,260
995,Introduction to Random Course 995,3,68,947
996,Introduction to Random Course 996,3,25,638
997,Introduction to Random Course 997,4,50,758
998,Introduction to Random Course 998,4,18,47
999,Introduction to Random Course 999,4,23,795
1000,Introduction to Random Course 1000,1,43,423
