course_id,title,credits,dept_id,instructor_id
842,Introduction to Recent,2,17,262
843,Introduction to State,1,53,117
844,Introduction to Our,3,98,661
845,Introduction to Performance,4,57,310
846,Introduction to Exactly,4,63,383
847,Introduction to Tax,1,85,179
848,Introduction to From,4,5,658
849,Introduction to Yourself,3,43,786
850,Introduction to Film,2,17,279
851,Introduction to Cause,2,74,86
852,Introduction to Teach,3,45,336
853,Introduction to There,1,69,644
854,Introduction to Person,4,88,85
855,Introduction to Miss,2,36,504
856,Introduction to Pressure,2,50,695
857,Introduction to Trial,1,42,791
858,Introduction to Management,3,8,153
859,Introduction to Know,4,70,352
860,Introduction to Group,1,2,282
861,Introduction to Challenge,3,100,490
862,Introduction to Look,1,13,81
863,Introduction to Site,2,11,994
864,Introduction to Technology,2,36,46
865,Introduction to Most,4,6,992
866,Introduction to May,1,81,623
867,Introduction to Onto,4,26,557
868,Introduction to Against,1,36,50
869,Introduction to Individual,1,21,358
870,Introduction to Cost,3,84,593
871,Introduction to Sort,2,42,10
872,Introduction to Month,2,36,595
873,Introduction to Especially,2,44,347
874,Introduction to Team,3,59,939
875,Introduction to Minute,4,3,565
876,Introduction to Early,3,17,780
877,Introduction to Tree,2,30,408
878,Introduction to Particular,3,98,719
879,Introduction to Leave,2,26,835
880,Introduction to Out,1,75,76
881,Introduction to Face,3,14,362
882,Introduction to With,1,74,701
883,Introduction to Page,3,36,929
884,Introduction to Skin,3,39,580
885,Introduction to Represent,4,99,604
886,Introduction to Partner,2,14,814
887,Introduction to Couple,4,67,600
888,Introduction to Spring,4,4,841
889,Introduction to Ahead,2,8,572
890,Introduction to Growth,1,85,320
891,Introduction to Item,3,25,952
892,Introduction to Say,1,46,486
893,Introduction to Loss,3,89,119
894,Introduction to Worry,4,53,946
895,Introduction to Soldier,2,98,965
896,Introduction to Since,1,63,840
897,Introduction to History,2,5,436
898,Introduction to Street,3,73,262
899,Introduction to Surface,3,80,519
900,Introduction to Alone,3,30,533
901,Introduction to Perhaps,4,87,719
902,Introduction to Fine,1,95,863
903,Introduction to Middle,4,41,722
904,Introduction to Use,4,23,183
905,Introduction to Pretty,4,10,808
906,Introduction to Traditional,4,39,77
907,Introduction to Article,2,79,686
908,Introduction to Your,2,45,150
909,Introduction to Throughout,3,23,891
910,Introduction to Police,4,19,823
911,Introduction to Health,3,13,684
912,Introduction to Training,1,34,755
913,Introduction to According,2,54,250
914,Introduction to Dream,4,71,660
915,Introduction to Total,2,80,612
916,Introduction to Put,2,5,667
917,Introduction to Both,3,86,135
918,Introduction to Card,3,29,540
919,Introduction to Room,4,47,270
920,Introduction to So,2,82,13
921,Introduction to Everybody,2,57,19
922,Introduction to Among,4,96,155
923,Introduction to Their,1,18,86
924,Introduction to Great,2,40,122
925,Introduction to Wish,4,96,314
926,Introduction to Rate,2,79,486
927,Introduction to Best,1,58,422
928,Introduction to Lot,1,49,240
929,Introduction to Approach,4,71,90
930,Introduction to Concern,4,63,571
931,Introduction to Dinner,1,73,394
932,Introduction to Shake,4,76,573
933,Introduction to Carry,4,18,967
934,Introduction to Thank,2,92,759
935,Introduction to Author,2,69,835
936,Introduction to Course,2,23,478
937,Introduction to Family,4,53,645
938,Introduction to Series,2,70,665
939,Introduction to Prove,4,6,162
940,Introduction to Professor,2,100,352
941,Introduction to Anything,2,87,371
942,Introduction to Executive,4,20,363
943,Introduction to Guess,4,5,996
944,Introduction to Authority,2,51,547
945,Introduction to Cold,1,16,26
946,Introduction to Character,4,33,337
947,Introduction to Oil,4,35,906
948,Introduction to Suggest,1,6,605
949,Introduction to Wait,4,20,79
950,Introduction to None,1,4,835
951,Introduction to Garden,3,4,936
952,Introduction to Nearly,2,39,471
953,Introduction to Almost,4,68,305
954,Introduction to Movement,3,30,81
955,Introduction to Process,1,93,805
956,Introduction to That,1,16,707
957,Introduction to Green,1,57,654
958,Introduction to Six,2,70,345
959,Introduction to Only,2,95,594
960,Introduction to At,4,9,265
961,Introduction to Chair,2,25,553
962,Introduction to Writer,2,38,265
963,Introduction to Address,3,30,261
964,Introduction to Consider,4,35,140
965,Introduction to Section,3,48,675
966,Introduction to Common,2,58,325
967,Introduction to Late,2,91,812
968,Introduction to Record,3,65,582
969,Introduction to Never,1,27,382
970,Introduction to Around,2,63,459
971,Introduction to Human,4,90,29
972,Introduction to Random Course 972,4,67,482
973,Introduction to Random Course 973,2,42,128
974,Introduction to Random Course 974,4,19,455
975,Introduction to Random Course 975,4,77,503
976,Introduction to Random Course 976,4,47,227
977,Introduction to Random Course 977,3,97,245
978,Introduction to Random Course 978,3,73,308
979,Introduction to Random Course 979,3,76,707
980,Introduction to Random Course 980,3,84,675
981,Introduction to Random Course 981,2,14,4
982,Introduction to Random Course 982,2,50,704
983,Introduction to Random Course 983,1,79,879
984,Introduction to Random Course 984,1,50,744
985,Introduction to Random Course 985,4,24,286
986,Introduction to Random Course 986,2,1,286
987,Introduction to Random Course 987,4,99,713
988,Introduction to Random Course 988,1,82,447
989,Introduction to Random Course 989,2,19,13
990,Introduction to Random Course 990,2,31,585
991,Introduction to Random Course 991,3,14,913
992,Introduction to Random Course 992,1,85,483
993,Introduction to Random Course 993,4,59,3
994,Introduction to Random Course 994,1,52,596
995,Introduction to Random Course 995,2,56,623
996,Introduction to Random Course 996,1,88,212
997,Introduction to Random Course 997,3,43,37
998,Introduction to Random Course 998,1,54,717
999,Introduction to Random Course 999,3,26,112
1000,Introduction to Random Course 1000,2,35,970
